ltv,disbursed_amount,asset_cost,PERFORM_CNS.SCORE,loan_default
73.98,885550,1230000,0,0
74.64,609470,830600,300,0
85.11,582590,704940,0,0
89.1,597990,680000,825,0
56.5,371390,672560,626,0
73.74,344840,474670,763,0
38.7,249290,671860,0,0
68.31,447990,673430,719,0
50.9,718170,1453820,626,0
82.41,329840,415000,0,0
85.76,384390,466400,836,0
40.54,285290,739950,0,0
80,543030,687500,0,0
79.61,584470,760000,825,0
77.31,552290,736920,0,0
74.5,481590,668600,737,0
62.82,354390,589020,597,0
60.85,582590,985960,738,0
57.14,313210,577180,300,0
78.96,693570,924520,792,0
77.28,438490,595260,836,0
79.9,645820,826000,0,0
70.71,476450,692980,0,0
89.68,466490,533000,505,0
89.96,509980,600260,762,0
74.99,444690,640070,0,0
65.15,447690,713690,728,0
74.88,397100,554210,300,0
66.67,314840,495000,16,0
85.57,567590,671990,0,0
75.85,493030,672360,0,0
75.35,492490,662250,300,0
63.99,570130,922000,0,0
89.92,590590,665000,738,0
85.25,495030,594700,0,0
84.16,602130,736710,651,0
73.96,483490,676000,763,0
71.69,828800,1213640,550,0
82.09,543030,670000,0,0
61.77,376390,647600,723,0
85.36,493030,597500,592,0
69.05,375410,579270,0,0
85.04,456780,552710,0,0
63.71,392940,631000,0,0
74.86,637690,876250,749,0
62.39,436570,744410,0,0
87.02,552590,655000,0,0
52.71,493030,967500,0,0
67.51,503030,770270,379,0
66.49,634820,986660,15,0
64.76,403940,648520,758,0
79.26,498500,643450,0,0
83.56,592130,730000,0,0
74.87,318410,447440,0,0
89.63,582590,658290,0,0
85.94,535780,640000,466,0
79.91,484450,625740,16,0
73.55,611330,870190,0,0
68.05,578590,881730,0,0
71.22,644690,930970,615,0
87,555090,655190,619,0
83.62,508030,621880,0,0
84.2,487000,591450,335,0
79.41,509230,680000,0,0
74.81,473000,641620,300,0
72.93,476450,665000,0,0
69.27,668690,996110,749,0
81.18,728160,923860,726,0
70.5,525030,765950,0,0
51.55,301940,640120,0,0
89.98,558130,642390,0,0
83.21,555130,685000,0,0
89.56,549590,625270,15,0
88.06,575130,670000,755,0
89.91,574590,656230,0,0
78.7,456090,609900,0,0
89.98,587130,663500,0,0
83.03,503030,626260,742,0
79.03,504390,673200,728,0
88.9,535780,618650,0,0
64.91,542590,862720,597,0
76.99,501030,675420,16,0
69.99,473490,700150,300,0
74.34,652990,921460,16,0
76.26,495780,675280,660,0
78.1,338750,454550,0,0
77.67,480830,669500,0,0
89.39,552590,633200,749,0
88.38,491000,577050,651,0
41.07,245090,620370,616,0
74.05,661690,918270,0,0
82.35,473490,595000,598,0
70.56,452340,694470,691,0
69.51,473490,719340,783,0
79.41,1324830,1725160,739,0
87.97,567590,665000,0,0
89.71,596470,680000,836,0
75,785360,1100000,300,0
79.85,657890,864100,0,0
69.88,423940,629610,0,0
68.92,401940,606500,0,0
89.97,546130,626910,763,0
64.62,413940,650000,0,0
89.99,489780,565640,672,0
67.52,1670180,2517670,0,0
70.53,439390,666430,16,0
53.05,483490,942510,560,0
89.98,594470,685700,0,0
73.52,602130,843350,15,0
69.58,1119720,1681440,686,0
89.05,599470,685000,582,0
79.85,507780,660000,537,0
89.84,533030,606630,0,0
78.32,513030,676710,0,0
72.4,496320,734200,680,0
71.74,424940,627230,0,0
45.42,304840,693540,0,0
80.71,547590,7.00E+05,0,0
89.9,612130,700790,0,0
64.23,570130,918510,0,0
82.91,614320,761040,647,0
70.49,451450,666800,0,0
64.97,444090,723440,0,0
74.34,609470,834000,507,0
70.25,720230,1052000,0,0
67.63,1149270,1774370,476,0
74.68,434290,616000,0,0
76.14,461650,643540,0,0
64.37,423940,668030,0,0
64.19,354390,576410,0,0
88.93,609970,706210,738,0
75.5,499620,701950,0,0
80.99,453490,580340,0,0
72.33,641690,912460,0,0
87.7,534780,627120,708,0
85.61,490780,595710,0,0
34.73,351390,1036600,378,0
74.28,732170,1008340,0,0
79.9,438210,580750,0,0
79.98,543030,687670,300,0
87.41,611870,716000,785,0
84.05,448490,547270,300,0
83.96,562590,690770,0,0
74.25,273290,404030,675,0
62.05,594130,975000,0,0
75.84,533030,725250,0,0
59.97,582590,1000500,0,0
88.83,530490,641650,719,0
70.18,395890,612750,0,0
66.04,386240,635970,0,0
80.56,508030,645500,746,0
60.31,346990,613460,300,0
89.19,539130,626760,442,0
78.92,558590,723540,708,0
84.71,398940,484000,573,0
81.35,483490,614660,796,0
76.4,552590,732980,836,0
79.99,554410,732630,825,0
78.62,559590,725000,771,0
74.53,629470,872150,726,0
86.33,592590,695000,758,0
72.4,703370,1022100,0,0
89.71,574590,652080,0,0
79.76,889890,1128340,0,0
43.18,681690,1621000,0,0
87.15,619470,722860,623,0
84.06,570090,690000,0,0
85.18,517030,622180,783,0
76.98,339390,461150,0,0
55.9,728170,1341630,0,0
53.38,493560,964500,0,0
38.51,234010,636270,640,0
81.46,715170,898600,738,0
78.58,513030,674510,0,0
85.21,509230,617560,634,0
65.25,577590,911940,300,0
80.61,493030,632670,681,0
89.18,483490,555050,0,0
87.69,552590,650000,584,0
78.76,542590,704630,0,0
81.79,519030,655310,0,0
77.38,513030,672000,0,0
74.85,804860,1106160,429,0
76.36,448490,608940,18,0
84.58,490780,602990,0,0
73.12,624130,875310,806,0
58.97,314840,559570,743,0
66.07,424940,681130,666,0
63.27,717730,1180650,637,0
89.23,572590,650000,0,0
89.58,580130,658640,477,0
73.22,595410,834410,555,0
46.88,374390,831860,0,0
86.58,533030,635270,741,0
88.06,499030,585950,666,0
89.56,549590,625270,0,0
81.49,463490,589000,428,0
79.5,568130,754720,0,0
76.3,401940,547840,0,0
77.39,490490,642170,0,0
73.2,433940,614770,0,0
79.73,580130,740000,0,0
88,481450,568200,0,0
77.74,473490,625170,738,0
71.94,280990,430930,738,0
76.02,577590,776110,778,0
89.58,576590,660880,596,0
62.19,430000,723640,749,0
80,525030,675000,0,0
88.37,520780,605440,0,0
77.55,448000,612520,0,0
66.76,716230,1093540,738,0
71.99,361030,536160,0,0
82.66,492120,640120,0,0
74.22,478490,660230,456,0
72.84,420560,609570,708,0
65.52,389390,610510,429,0
89.43,523030,592620,0,0
74.01,645220,918840,726,0
83.72,438940,537500,0,0
59.87,935200,1636980,627,0
76.15,476040,643470,702,0
81.86,493030,623020,0,0
89.86,531480,635980,0,0
87.61,597130,702000,609,0
50.16,460490,950950,18,0
81.17,494030,623380,487,0
74.74,616130,836250,0,0
81.82,518030,653910,572,0
46.16,265290,606560,18,0
49.41,447490,929020,0,0
81.08,562590,703020,15,0
74.86,637690,876250,630,0
88.46,543630,650000,0,0
72.91,441490,624030,0,0
88.66,515780,597820,723,0
84.62,543030,650000,792,0
65.39,726230,1131750,15,0
83.32,454990,564070,569,0
75.15,480490,661350,0,0
88.62,518030,598080,0,0
49.71,309840,653830,707,0
90,589470,670000,571,0
85.61,453490,548990,0,0
58.92,359390,634770,0,0
79.23,429440,568000,17,0
89.63,552590,635970,0,0
77.55,367750,490000,738,0
76.35,493030,667990,0,0
70.16,648690,950730,17,0
79.38,711230,907000,0,0
84.57,523030,638500,0,0
73.04,742510,1040490,0,0
44.01,344390,818000,686,0
79.29,496130,668430,0,0
42.97,296890,740060,0,0
63.2,468490,759550,0,0
79.46,514530,692170,300,0
78.53,558330,751330,622,0
73.69,433940,610650,605,0
73.04,463490,657180,0,0
79.8,512530,651000,763,0
80.23,503030,648160,17,0
72.73,586590,825000,611,0
74.56,738530,1003840,0,0
60.04,422000,744480,0,0
77.2,480970,641170,409,0
64.07,352870,586850,702,0
61.4,963990,1628780,789,0
74.48,570590,805560,0,0
58.39,659690,1152570,379,0
78.26,349390,460000,825,0
87.08,617080,726480,17,0
67.17,547590,833690,757,0
87.9,546590,637100,0,0
66.51,424940,676550,0,0
79.39,339840,440840,0,0
78.98,533030,696400,0,0
77.31,552290,736920,0,0
72.07,433940,624390,638,0
57.73,344840,606310,0,0
79.67,661690,841000,0,0
67.47,411940,634390,14,0
74.48,481490,661920,0,0
84.1,562590,689680,642,0
75.44,612630,861590,491,0
80.72,525030,662820,0,0
69.14,503030,752130,0,0
77.03,552590,740000,625,0
55.71,334840,628250,0,0
79.42,520780,679900,749,0
39.9,241410,651670,737,0
72.38,625620,911840,15,0
82.17,481450,608510,702,0
70.62,446710,655920,777,0
77.86,495030,655000,0,0
64.75,430100,691880,721,0
84.55,560790,697850,0,0
81.04,496030,633000,673,0
73.5,646690,904810,706,0
88.49,688090,836270,0,0
80,506530,650000,738,0
74.44,703170,967220,805,0
68.66,619470,932100,0,0
83.97,415000,524000,0,0
73.32,609470,859210,757,0
88.61,548530,654570,0,0
88.46,559590,652280,665,0
78.21,495530,652080,0,0
83.94,572590,690940,0,0
79.64,464130,634110,0,0
83.33,609730,768030,710,0
85.03,691230,835010,730,0
79.81,680690,869560,0,0
70.03,463690,699690,818,0
87.72,559590,657810,494,0
87.95,533280,625380,0,0
89.36,550990,649050,735,0
55.06,339390,644730,0,0
67.14,424410,673200,774,0
72.21,370390,527610,0,0
88.05,488980,577180,0,0
81.73,494030,636240,0,0
54.58,314840,586250,16,0
72.36,669930,981190,745,0
73.53,465490,652770,832,0
89.56,576590,656550,0,0
89.4,554590,632000,0,0
64.91,523030,824270,0,0
81.44,575130,730560,763,0
89.24,688170,790000,0,0
89.97,607470,698000,0,0
88.93,548000,629680,710,0
75.04,495780,686330,738,0
53.15,471450,922000,738,0
73.38,552590,776740,0,0
76.96,455490,610700,300,0
69.42,398600,612240,0,0
87.01,624470,729800,0,0
89.93,584630,670000,300,0
82.46,560790,715470,0,0
70.22,443490,655040,738,0
89.99,752110,852980,738,0
84.04,560130,690180,0,0
57.36,334840,592720,510,0
78.42,453890,612110,723,0
55.01,819330,1545080,0,0
86.27,592130,707090,0,0
65.36,461650,749640,0,0
72.89,445490,631130,0,0
86.52,589130,705000,825,0
86.96,520780,620980,0,0
46.83,272810,615000,468,0
76.62,549360,743140,15,0
77.53,428940,567530,668,0
60.16,906300,1579180,836,0
73.94,529340,771590,738,0
84.03,582590,714020,0,0
74.01,520780,729590,327,0
69.95,417940,620410,0,0
55.35,443490,831000,825,0
64.25,448490,715980,825,0
85.27,526430,631380,763,0
70.27,508030,740000,688,0
73.87,531530,744550,709,0
78.64,569590,737500,0,0
89.41,503030,576000,697,0
62.49,401940,668890,0,0
89.98,608020,691300,806,0
79.91,707390,900390,662,0
89.92,535780,611640,469,0
89.41,596970,687840,17,0
72.59,463490,688780,836,0
86.23,526280,626220,0,0
79.82,609610,805600,708,0
66.39,409000,632600,714,0
85.34,565130,685470,0,0
89.55,589590,670000,738,0
74.54,688230,945850,726,0
71.64,708170,1018930,679,0
84.48,582590,710260,0,0
54.61,344840,640940,0,0
80.23,518000,666840,732,0
73.54,700170,979100,708,0
75.31,473490,650620,0,0
80.77,503030,643810,0,0
69.13,587070,896830,0,0
69.16,500030,747500,0,0
53.38,372050,729300,0,0
60.35,533030,911330,0,0
50.81,300840,621890,0,0
68.54,667690,1021290,0,0
88.65,547590,631700,707,0
71,384390,563380,0,0
89.55,592590,670000,615,0
80.24,468490,598210,0,0
89.63,476450,552290,0,0
78.37,416640,561460,763,0
84.91,632130,765500,15,0
74.36,464980,643530,708,0
86.17,533030,638270,749,0
67.57,721230,1080310,0,0
89.99,500180,577180,0,0
87.34,605000,710870,300,0
66.64,490780,765350,0,0
69.84,432250,658650,0,0
43.54,696630,1676490,762,0
65.74,408920,638920,18,0
88.61,520780,609380,591,0
66.62,462480,718990,0,0
89.14,585630,673100,796,0
83.03,482830,614250,0,0
76.21,504030,682300,774,0
78.32,547590,715000,300,0
66.98,402940,628500,0,0
56.5,371390,672560,650,0
68.81,1163270,1773000,0,0
89.85,513030,589870,0,0
73.7,472490,663500,0,0
75.3,423940,584350,0,0
60.18,419280,715300,0,0
80.19,525530,673430,300,0
80.15,478490,611390,733,0
88.17,560590,657800,0,0
84.07,550130,678000,404,0
80,703170,9.00E+05,825,0
87.15,569130,671230,666,0
81.76,482430,635980,0,0
77.95,501940,679300,0,0
74.41,461820,634000,442,0
75.27,460690,637700,0,0
72.36,478760,687310,0,0
89.81,646690,740470,0,0
45.53,309840,702860,0,0
73.9,534240,744240,679,0
87.87,533780,625920,300,0
87.46,582590,680310,0,0
72.35,423940,601230,738,0
51.3,324840,662750,0,0
72.57,413940,592520,0,0
87.09,565590,665970,694,0
88.94,406940,470000,738,0
86.36,552590,660000,0,0
79.82,344390,451000,15,0
58.47,952900,1706740,0,0
65.61,627990,988520,638,0
86.16,567790,684760,0,0
57.25,372410,676000,763,0
69.14,460990,679790,717,0
81.13,510030,647090,754,0
86.96,615130,727940,0,0
84.14,418200,528850,0,0
88.96,570130,652000,0,0
89.86,654190,745570,825,0
82.95,594470,735410,0,0
51.31,481290,950650,0,0
67.49,549890,874210,0,0
84.94,515000,627480,300,0
74.22,706120,983620,651,0
79.87,447450,577180,0,0
72.98,434490,618000,606,0
80.16,525030,673660,412,0
69.07,422100,636990,0,0
78.08,483490,633990,0,0
82.19,555590,693500,0,0
76.33,572590,773000,818,0
62.16,354720,590440,0,0
76.62,490380,678660,0,0
82.14,493030,620920,0,0
56.05,500180,945600,0,0
82.93,624130,764500,619,0
82.94,560090,687280,0,0
88.66,555590,642880,0,0
46.96,285290,638810,738,0
87.92,597030,688000,0,0
82.38,480490,603280,584,0
88.44,530780,621880,0,0
80.85,558330,729780,0,0
88.06,576640,670000,0,0
46.41,289840,657190,723,0
69.79,393940,587440,0,0
76.71,492630,677850,576,0
74.99,663690,909500,0,0
84.7,453490,554920,723,0
68.14,623630,939250,0,0
55.88,384390,715870,738,0
71.29,500180,743400,0,0
46.06,361640,846760,727,0
43.94,275290,659990,0,0
89.14,633350,727920,583,0
79.45,513030,654500,0,0
85.73,559130,699860,0,0
86.45,533030,636240,692,0
84.36,492380,616390,0,0
64.96,696170,1105310,738,0
87.94,585590,680000,0,0
59.64,651690,1123450,0,0
62.35,412100,689700,659,0
75.84,468490,632900,0,0
88.57,612130,7.00E+05,640,0
84.65,525780,643850,0,0
83.08,492630,625940,738,0
83.11,575130,703880,453,0
53.44,313710,617530,0,0
65.45,490000,764000,0,0
74.74,492490,669000,0,0
76.17,477490,643300,623,0
84.98,552590,664860,680,0
72.93,691230,964000,0,0
89.22,457150,537980,734,0
88.75,570000,660280,775,0
85.04,527530,646770,423,0
71.04,389390,563040,0,0
69.82,377990,563730,681,0
89.62,654640,750000,300,0
89.39,580130,660000,502,0
88.57,604470,7.00E+05,0,0
72.82,648560,919740,0,0
75.29,497780,680000,732,0
86.42,569130,670010,0,0
78.79,756510,983580,478,0
63.43,602130,977500,0,0
67.52,551210,837010,763,0
79.64,710170,919170,15,0
66.79,664820,1048000,0,0
89,555500,675370,0,0
89.11,589730,695780,0,0
78.66,539590,711960,0,0
79.49,488490,628990,738,0
74.66,388940,542480,346,0
54.91,433940,819510,0,0
59.75,642130,1087950,0,0
89.79,552590,634780,0,0
50.46,441450,911630,0,0
60,398400,704850,0,0
89.85,583130,660000,17,0
79.23,664690,858270,0,0
72.2,661690,928000,300,0
83.87,678820,822670,732,0
81.5,524630,664560,15,0
79.11,493030,644650,0,0
68.16,651690,983000,763,0
89.63,552130,635970,696,0
76.19,522030,702170,16,0
67.8,479490,731600,0,0
76.82,727170,975000,738,0
76.63,468590,639430,15,0
78.14,453890,614250,597,0
62.41,433940,721000,738,0
84.88,569590,679750,836,0
76.98,526530,693000,0,0
64.13,613470,988650,763,0
69.26,513030,765240,0,0
94.69,523780,567620,0,0
72.05,405940,576000,705,0
60.91,379390,640320,0,0
60.18,419280,715300,0,0
70.6,648820,949010,738,0
80.96,538030,679320,572,0
85,500180,623550,300,0
79.04,607130,784370,749,0
69.54,410940,606870,716,0
76.53,732230,978660,0,0
80.71,500780,644320,0,0
69.02,393940,594000,742,0
39.54,234010,612030,15,0
76.67,476020,675370,709,0
71.15,520030,744860,0,0
73.81,468490,657070,0,0
89.89,541590,621880,0,0
73.94,529340,771590,0,0
70.07,389390,570860,0,0
58.36,345950,616880,0,0
65.29,713170,1125780,730,0
83.82,515130,632300,0,0
68.92,415940,618150,0,0
58.68,380390,666380,0,0
59.43,381390,659620,670,0
74.42,407940,563000,785,0
43.14,280290,672170,410,0
77.39,438490,587900,327,0
68.97,847850,1290430,670,0
80.56,428940,540000,0,0
76.82,624130,833070,708,0
79.23,479880,637400,0,0
63.51,386070,637670,0,0
81.47,533030,662800,0,0
77.75,446450,586500,0,0
63.39,433940,709890,0,0
79.34,458490,598720,425,0
80.98,519280,679180,0,0
69.44,433940,648080,720,0
85.86,641320,760000,667,0
89.36,723170,833750,778,0
67,541590,828320,0,0
86.57,572590,670000,0,0
77.99,328840,448750,737,0
77.36,478490,633400,763,0
68.88,388940,595260,569,0
71.89,445490,637070,0,0
79.4,408940,529000,0,0
69.56,637130,934410,737,0
89.94,542130,624880,18,0
69.9,602130,887010,0,0
79.49,491450,629000,0,0
74.45,723170,993980,0,0
61.22,441450,751330,0,0
53.3,349000,698920,0,0
78.49,511030,668890,0,0
67.92,352890,588900,0,0
73.75,678820,949200,0,0
70,1138810,1692000,681,0
87.4,557590,652160,0,0
89.17,513380,605560,738,0
70.28,643820,939060,746,0
78.47,476000,624440,723,0
84.77,589470,719620,0,0
84.55,572590,685980,759,0
74.5,487450,671140,712,0
79.29,498410,640490,0,0
75.34,537780,730000,709,0
88.89,496790,578230,630,0
77.05,453790,635940,0,0
51.29,327840,682410,825,0
88.92,532490,641000,18,0
75.38,531130,731000,625,0
63.87,604470,978600,0,0
34.29,232010,729040,623,0
76.73,503480,703810,0,0
58.02,366390,655000,15,0
79.91,501030,648190,832,0
89.15,579130,684260,0,0
50.74,352750,729180,0,0
69.21,505780,758530,0,0
84.06,470480,606690,672,0
77.74,409260,558270,845,0
51.19,730390,1446390,0,0
69.69,900330,1348890,654,0
77.59,327840,451110,0,0
87.44,456450,537500,0,0
60.72,658820,1119870,0,0
74.11,453490,634200,825,0
73.07,420040,609000,538,0
82.8,473490,591800,745,0
72.18,671690,955950,0,0
80.96,490030,621300,0,0
85.45,541590,646000,300,0
75.95,458450,618810,615,0
73.56,466810,657930,614,0
89.85,588120,670000,0,0
77.28,423960,581010,579,0
67.18,451850,714460,0,0
71.57,678820,978040,305,0
78.16,488490,633350,0,0
79.67,327840,424260,0,0
88.05,615250,731440,0,0
84.86,528030,636360,15,0
56.17,359990,676510,0,0
49.1,696630,1486780,733,0
75.11,466490,665700,0,0
54.96,318590,636830,0,0
72.97,520780,740060,778,0
71.74,424940,627230,0,0
58.66,363320,664820,0,0
75.83,514390,695000,0,0
77.42,461450,620000,0,0
88.07,617970,713660,633,0
88.79,516000,593550,832,0
69.95,441450,657610,738,0
70.35,432630,653910,743,0
75.87,471450,659050,607,0
71.04,432940,626440,836,0
79.42,470490,604350,617,0
86.41,569590,676980,0,0
70.56,483430,736990,0,0
63.61,444950,743540,789,0
59.97,407100,708700,0,0
53.65,413940,801560,0,0
86.4,592130,706010,684,0
83.27,503030,640120,0,0
73.53,543330,755700,389,0
76.38,493030,667700,830,0
86.4,507810,604160,710,0
65.77,449490,700880,763,0
89.97,578130,659130,300,0
68.22,502030,760810,15,0
80.6,523030,670000,584,0
86.55,548590,651680,0,0
79.28,513900,686150,0,0
31.85,582980,1915480,609,0
78.64,412100,546810,0,0
87.64,495000,576190,0,0
68,676220,1025590,0,0
75.69,503030,686980,0,0
84.3,552590,664290,703,0
89.36,723170,833750,692,0
56.39,526030,963000,0,0
58.17,363390,644660,0,0
69.32,597130,880000,593,0
84.83,552590,660160,0,0
88.19,542590,635000,0,0
89.87,559730,645400,850,0
69.35,493490,720990,0,0
89.98,595470,684610,570,0
83.86,622130,763200,789,0
74.56,747510,1032770,0,0
81.02,582590,740550,0,0
88.44,658820,768890,0,0
50.49,483390,990090,589,0
89.07,588080,679240,16,0
56.63,366590,688630,643,0
79.89,567590,726000,726,0
68.25,449990,703290,14,0
57.42,345350,644430,0,0
90,622560,700480,738,0
79.35,319840,415870,0,0
72.91,444090,644660,417,0
66.42,405440,632300,738,0
79.29,537590,7.00E+05,0,0
75.36,463490,630290,0,0
85.54,570130,678010,565,0
84.87,530780,648020,0,0
89.47,543030,614750,0,0
75.06,453490,626160,0,0
63.49,569090,945100,0,0
89.69,545130,629930,0,0
67.86,550130,839920,753,0
82.48,498030,624380,498,0
76.18,458490,617000,0,0
56.29,337390,627120,0,0
89.94,542130,624880,669,0
77.24,482780,649950,0,0
71.19,486450,702300,0,0
76.87,675690,910600,18,0
85.46,580130,702090,738,0
68.06,688170,1043140,783,0
84.94,500690,612190,518,0
89.84,603470,694570,0,0
88.51,665820,768300,720,0
79.58,425890,578070,696,0
89.21,564130,650120,656,0
77.87,483400,642070,710,0
